字,假名,送假名,旧字体,音训读,简体字
亜,あ,,亞,音读,亚
哀,あい,,,音读,
哀,あわ,れ,,训读,
哀,あわ,れむ,,训读,
挨,あい,,,音读,
愛,あい,,,音读,爱
曖,あい,,,音读,暧
悪,あく,,惡,音读,恶
悪,お,,惡,音读,恶
悪,わる,い,惡,训读,恶
握,あく,,,音读,
握,にぎ,る,,训读,
圧,あつ,,壓,音读,压
扱,あつか,う,,训读,
宛,あ,てる,,训读,
嵐,あらし,,,训读,岚
安,あん,,,音读,
安,やす,い,,训读,
案,あん,,,音读,
暗,あん,,,音读,
暗,くら,い,,训读,
以,い,,,音读,
衣,い,,,音读,
衣,ころも,,,训读,
位,い,,,音读,
位,くらい,,,训读,
囲,い,,圍,音读,围
囲,かこ,む,圍,训读,围
囲,かこ,う,圍,训读,围
医,い,,醫,音读,
依,い,,,音读,
依,え,,,音读,
委,い,,,音读,
委,ゆだ,ねる,,训读,
威,い,,,音读,
為,い,,爲,音读,为
畏,い,,,音读,
畏,おそ,れる,,训读,
胃,い,,,音读,
尉,い,,,音读,
異,い,,,音读,异
異,こと,,,训读,异
移,い,,,音读,
移,うつ,る,,训读,
移,うつ,す,,训读,
萎,い,,,音读,
萎,な,える,,训读,
偉,い,,,音读,伟
偉,えら,い,,训读,伟
椅,い,,,音读,
彙,い,,,音读,汇
意,い,,,音读,
違,い,,,音读,违
違,ちが,う,,训读,违
違,ちが,える,,训读,违
維,い,,,音读,维
慰,い,,,音读,
慰,なぐさ,める,,训读,
慰,なぐさ,む,,训读,
遺,い,,,音读,遗
遺,ゆい,,,音读,遗
緯,い,,,音读,纬
域,いき,,,音读,
育,いく,,,音读,
育,そだ,つ,,训读,
育,そだ,てる,,训读,
育,はぐく,む,,训读,
一,いち,,,音读,
一,いつ,,,音读,
一,ひと,,,训读,
一,ひと,つ,,训读,
壱,いち,,壹,音读,壹
逸,いつ,,逸,音读,
茨,いばら,,,训读,
芋,いも,,,训读,
引,いん,,,音读,
引,ひ,く,,训读,
引,ひ,ける,,训读,
印,いん,,,音读,
印,しるし,,,训读,
因,いん,,,音读,
因,よ,る,,训读,
咽,いん,,,音读,
姻,いん,,,音读,
員,いん,,,音读,员
院,いん,,,音读,
淫,いん,,,音读,
淫,みだら,,,训读,
陰,いん,,,音读,阴
陰,かげ,,,训读,阴
陰,かげ,る,,训读,阴
飲,いん,,,音读,饮
飲,の,む,,训读,饮
隠,いん,,隱,音读,隐
隠,かく,す,隱,训读,隐
隠,かく,れる,隱,训读,隐
韻,いん,,,音读,韵
右,う,,,音读,
右,ゆう,,,音读,
右,みぎ,,,训读,
宇,う,,,音读,
羽,う,,,音读,
羽,は,,,训读,
羽,はね,,,训读,
雨,う,,,音读,
雨,あめ,,,训读,
雨,あま,,,训读,
唄,うた,,,训读,呗
鬱,うつ,,,音读,郁
畝,うね,,,训读,亩
浦,うら,,,训读,
運,うん,,,音读,运
運,はこ,ぶ,,训读,运
雲,うん,,,音读,云
雲,くも,,,训读,云
永,えい,,,音读,
永,なが,い,,训读,
泳,えい,,,音读,
泳,およ,ぐ,,训读,
英,えい,,,音读,
映,えい,,,音读,
映,うつ,る,,训读,
映,うつ,す,,训读,
映,は,える,,训读,
栄,えい,,榮,音读,荣
栄,さか,える,榮,训读,荣
栄,はえ,,榮,训读,荣
栄,は,える,榮,训读,荣
営,えい,,營,音读,营
営,いとな,む,營,训读,营
詠,えい,,,音读,咏
詠,よ,む,,训读,咏
影,えい,,,音读,
影,かげ,,,训读,
鋭,えい,,,音读,锐
鋭,するど,い,,训读,锐
衛,えい,,衞,音读,卫
易,えき,,,音读,
易,い,,,音读,
易,やさ,しい,,训读,
疫,えき,,,音读,
疫,やく,,,音读,
益,えき,,,音读,
益,やく,,,音读,
液,えき,,,音读,
駅,えき,,驛,音读,驿
悦,えつ,,,音读,
越,えつ,,,音读,
越,こ,す,,训读,
越,こ,える,,训读,
謁,えつ,,謁,音读,谒
閲,えつ,,,音读,阅
円,えん,,圓,音读,圆
円,まる,い,圓,训读,圆
延,えん,,,音读,
延,の,びる,,训读,
延,の,べる,,训读,
延,の,ばす,,训读,
沿,えん,,,音读,
沿,そ,う,,训读,
炎,えん,,,音读,
炎,ほのお,,,训读,
怨,えん,,,音读,
怨,おん,,,音读,
宴,えん,,,音读,
媛,えん,,,音读,
援,えん,,,音读,
園,えん,,,音读,园
園,その,,,训读,园
煙,えん,,,音读,烟
煙,けむ,る,,训读,烟
煙,けむり,,,训读,烟
煙,けむ,い,,训读,烟
猿,えん,,,音读,
猿,さる,,,训读,
遠,えん,,,音读,远
遠,おん,,,音读,远
遠,とお,い,,训读,远
鉛,えん,,,音读,铅
鉛,なまり,,,训读,铅
塩,えん,,鹽,音读,盐
塩,しお,,鹽,训读,盐
演,えん,,,音读,
縁,えん,,緣,音读,缘
縁,ふち,,緣,训读,缘
艶,えん,,艷,音读,艳
艶,つや,,艷,训读,艳
汚,お,,,音读,污
汚,けが,す,,训读,污
汚,けが,れる,,训读,污
汚,けが,らわしい,,训读,污
汚,よご,す,,训读,污
汚,よご,れる,,训读,污
汚,きたな,い,,训读,污
王,おう,,,音读,
凹,おう,,,音读,
央,おう,,,音读,
応,おう,,應,音读,应
応,こた,える,應,训读,应
往,おう,,,音读,
押,おう,,,音读,
押,お,す,,训读,
押,お,さえる,,训读,
旺,おう,,,音读,
欧,おう,,歐,音读,
殴,おう,,毆,音读,
殴,なぐ,る,毆,训读,
桜,おう,,櫻,音读,樱
桜,さくら,,櫻,训读,樱
翁,おう,,,音读,
奥,おう,,奧,音读,
奥,おく,,奧,训读,
横,おう,,橫,音读,
横,よこ,,橫,训读,
岡,おか,,,训读,冈
屋,おく,,,音读,
屋,や,,,训读,
億,おく,,,音读,亿
憶,おく,,,音读,忆
臆,おく,,,音读,
虞,おそれ,,,训读,
乙,おつ,,,音读,
俺,おれ,,,训读,
卸,おろ,す,,训读,
卸,おろし,,,训读,
音,おん,,,音读,
音,いん,,,音读,
音,おと,,,训读,
音,ね,,,训读,
恩,おん,,,音读,
温,おん,,溫,音读,
温,あたたか,,溫,训读,
温,あたた,かい,溫,训读,
温,あたた,まる,溫,训读,
温,あたた,める,溫,训读,
穏,おん,,穩,音读,稳
穏,おだやか,,穩,训读,稳
下,か,,,音读,
下,げ,,,音读,
下,した,,,训读,
下,しも,,,训读,
下,もと,,,训读,
下,さ,げる,,训读,
下,さ,がる,,训读,
下,くだ,る,,训读,
下,くだ,す,,训读,
下,くだ,さる,,训读,
下,お,ろす,,训读,
下,お,りる,,训读,
化,か,,,音读,
化,け,,,音读,
化,ば,ける,,训读,
化,ば,かす,,训读,
火,か,,,音读,
火,ひ,,,训读,
火,ほ,,,训读,
加,か,,,音读,
加,くわ,える,,训读,
加,くわ,わる,,训读,
可,か,,,音读,
仮,か,,假,音读,假
仮,け,,假,音读,假
仮,かり,,假,训读,假
何,か,,,音读,
何,なに,,,训读,
何,なん,,,训读,
花,か,,,音读,
花,はな,,,训读,
佳,か,,,音读,
価,か,,價,音读,价
価,あたい,,價,训读,价
果,か,,,音读,
果,は,たす,,训读,
果,は,てる,,训读,
果,は,て,,训读,
河,か,,,音读,
河,かわ,,,训读,
苛,か,,,音读,
科,か,,,音读,
架,か,,,音读,
架,か,ける,,训读,
架,か,かる,,训读,
夏,か,,,音读,
夏,げ,,,音读,
夏,なつ,,,训读,
家,か,,,音读,
家,け,,,音读,
家,いえ,,,训读,
家,や,,,训读,
荷,か,,,音读,
荷,に,,,训读,
華,か,,,音读,华
華,け,,,音读,华
華,はな,,,训读,华
菓,か,,,音读,果
貨,か,,,音读,货
渦,か,,,音读,涡
渦,うず,,,训读,涡
過,か,,,音读,过
過,す,ぎる,,训读,过
過,す,ごす,,训读,过
過,あやま,つ,,训读,过
過,あやま,ち,,训读,过
嫁,か,,,音读,
嫁,よめ,,,训读,
嫁,とつ,ぐ,,训读,
暇,か,,,音读,
暇,ひま,,,训读,
禍,か,,禍,音读,祸
靴,か,,,音读,
靴,くつ,,,训读,
寡,か,,,音读,
歌,か,,,音读,
歌,うた,,,训读,
歌,うた,う,,训读,
箇,か,,,音读,个
稼,か,,,音读,
稼,かせ,ぐ,,训读,
課,か,,,音读,课
蚊,か,,,训读,
牙,が,,,音读,
牙,げ,,,音读,
牙,きば,,,训读,
瓦,が,,,音读,
瓦,かわら,,,训读,
我,が,,,音读,
我,われ,,,训读,
我,わ,,,训读,
画,が,,畫,音读,
画,かく,,畫,音读,
芽,が,,,音读,
芽,め,,,训读,
賀,が,,,音读,贺
雅,が,,,音读,
餓,が,,,音读,饿
介,かい,,,音读,
回,かい,,,音读,
回,え,,,音读,
回,まわ,る,,训读,
回,まわ,す,,训读,
灰,かい,,,音读,
灰,はい,,,训读,
会,かい,,會,音读,
会,え,,會,音读,
会,あ,う,會,训读,
快,かい,,,音读,
快,こころよ,い,,训读,
戒,かい,,,音读,
戒,いまし,める,,训读,
改,かい,,,音读,
改,あらた,める,,训读,
改,あらた,まる,,训读,
怪,かい,,,音读,
怪,あや,しい,,训读,
怪,あや,しむ,,训读,
拐,かい,,,音读,
悔,かい,,悔,音读,
悔,く,いる,悔,训读,
悔,く,やむ,悔,训读,
悔,くや,しい,悔,训读,
海,かい,,海,音读,
海,うみ,,海,训读,
界,かい,,,音读,
皆,かい,,,音读,
皆,みな,,,训读,
械,かい,,,音读,
絵,かい,,繪,音读,绘
絵,え,,繪,音读,绘
開,かい,,,音读,开
開,ひら,く,,训读,开
開,ひら,ける,,训读,开
開,あ,く,,训读,开
開,あ,ける,,训读,开
階,かい,,,音读,阶
塊,かい,,,音读,块
塊,かたまり,,,训读,块
楷,かい,,,音读,
解,かい,,,音读,
解,げ,,,音读,
解,と,く,,训读,
解,と,かす,,训读,
解,と,ける,,训读,
潰,かい,,,音读,溃
潰,つぶ,す,,训读,溃
潰,つぶ,れる,,训读,溃
壊,かい,,壞,音读,坏
壊,こわ,す,壞,训读,坏
壊,こわ,れる,壞,训读,坏
懐,かい,,懷,音读,怀
懐,ふところ,,懷,训读,怀
懐,なつ,かしい,懷,训读,怀
懐,なつ,かしむ,懷,训读,怀
懐,なつ,く,懷,训读,怀
懐,なつ,ける,懷,训读,怀
諧,かい,,,音读,谐
貝,かい,,,训读,贝
外,がい,,,音读,
外,げ,,,音读,
外,そと,,,训读,
外,ほか,,,训读,
外,はず,す,,训读,
外,はず,れる,,训读,
劾,がい,,,音读,
害,がい,,,音读,
崖,がい,,,音读,
崖,がけ,,,训读,
涯,がい,,,音读,
街,がい,,,音读,
街,かい,,,音读,
街,まち,,,训读,
慨,がい,,慨,音读,
蓋,がい,,,音读,盖
蓋,ふた,,,训读,盖
該,がい,,,音读,该
概,がい,,槪,音读,
骸,がい,,,音读,
垣,かき,,,训读,
柿,かき,,,训读,
各,かく,,,音读,
各,おのおの,,,训读,
角,かく,,,音读,
角,かど,,,训读,
角,つの,,,训读,
拡,かく,,擴,音读,扩
革,かく,,,音读,
革,かわ,,,训读,
格,かく,,,音读,
格,こう,,,音读,
核,かく,,,音读,
殻,かく,,殼,音读,壳
殻,から,,殼,训读,壳
郭,かく,,,音读,
覚,かく,,覺,音读,觉
覚,おぼ,える,覺,训读,觉
覚,さ,ます,覺,训读,觉
覚,さ,める,覺,训读,觉
較,かく,,,音读,较
隔,かく,,,音读,
隔,へだ,てる,,训读,
隔,へだ,たる,,训读,
閣,かく,,,音读,阁
確,かく,,,音读,确
確,たしか,,,训读,确
確,たし,かめる,,训读,确
獲,かく,,,音读,获
獲,え,る,,训读,获
嚇,かく,,,音读,吓
穫,かく,,,音读,获
学,がく,,學,音读,
学,まな,ぶ,學,训读,
岳,がく,,嶽,音读,
岳,たけ,,嶽,训读,
楽,がく,,樂,音读,乐
楽,らく,,樂,音读,乐
楽,たの,しい,樂,训读,乐
楽,たの,しむ,樂,训读,乐
額,がく,,,音读,额
額,ひたい,,,训读,额
顎,がく,,,音读,颚
顎,あご,,,训读,颚
掛,か,ける,,训读,挂
掛,か,かる,,训读,挂
掛,かかり,,,训读,挂
潟,かた,,,训读,泻
括,かつ,,,音读,
活,かつ,,,音读,
喝,かつ,,喝,音读,
渇,かつ,,渴,音读,渴
渇,かわ,く,渴,训读,渴
割,かつ,,,音读,
割,わ,る,,训读,
割,わり,,,训读,
割,わ,れる,,训读,
割,さ,く,,训读,
葛,かつ,,,音读,
葛,くず,,,训读,
滑,かつ,,,音读,
滑,こつ,,,音读,
滑,すべ,る,,训读,
滑,なめらか,,,训读,
褐,かつ,,褐,音读,
轄,かつ,,,音读,辖
且,か,つ,,训读,
株,かぶ,,,训读,
釜,かま,,,训读,
鎌,かま,,,训读,
刈,か,る,,训读,
干,かん,,,音读,
干,ほ,す,,训读,
干,ひる,,,训读,
刊,かん,,,音读,
甘,かん,,,音读,
甘,あま,い,,训读,
甘,あま,える,,训读,
甘,あま,やかす,,训读,
汗,かん,,,音读,
汗,あせ,,,训读,
缶,かん,,罐,音读,罐
完,かん,,,音读,
肝,かん,,,音读,
肝,きも,,,训读,
官,かん,,,音读,
冠,かん,,,音读,
冠,かんむり,,,训读,
巻,かん,,卷,音读,卷
巻,ま,く,卷,训读,卷
巻,まき,,卷,训读,卷
看,かん,,,音读,
陥,かん,,陷,音读,陷
陥,おちい,る,陷,训读,陷
陥,おとしい,れる,陷,训读,陷
乾,かん,,,音读,干
乾,かわ,く,,训读,干
乾,かわ,かす,,训读,干
勘,かん,,,音读,
患,かん,,,音读,
患,わずら,う,,训读,
貫,かん,,,音读,贯
貫,つらぬ,く,,训读,贯
寒,かん,,,音读,
寒,さむ,い,,训读,
喚,かん,,,音读,唤
堪,かん,,,音读,
堪,た,える,,训读,
換,かん,,,音读,换
換,か,える,,训读,换
換,か,わる,,训读,换
敢,かん,,,音读,
棺,かん,,,音读,
款,かん,,,音读,
間,かん,,,音读,间
間,けん,,,音读,间
間,あいだ,,,训读,间
間,ま,,,训读,间
閑,かん,,,音读,闲
勧,かん,,勸,音读,劝
勧,すす,める,勸,训读,劝
寛,かん,,寬,音读,宽
幹,かん,,,音读,干
幹,みき,,,训读,干
感,かん,,,音读,
漢,かん,,漢,音读,汉
慣,かん,,,音读,惯
慣,な,れる,,训读,惯
慣,な,らす,,训读,惯
管,かん,,,音读,
管,くだ,,,训读,
関,かん,,關,音读,关
関,せき,,關,训读,关
関,かか,わる,關,训读,关
歓,かん,,歡,音读,欢
監,かん,,,音读,监
緩,かん,,,音读,缓
緩,ゆる,い,,训读,缓
緩,ゆるやか,,,训读,缓
緩,ゆる,む,,训读,缓
緩,ゆる,める,,训读,缓
憾,かん,,,音读,
還,かん,,,音读,还
館,かん,,,音读,馆
館,やかた,,,训读,馆
環,かん,,,音读,环
簡,かん,,,音读,简
観,かん,,觀,音读,观
韓,かん,,,音读,韩
艦,かん,,,音读,舰
鑑,かん,,,音读,鉴
鑑,かんが,みる,,训读,鉴
丸,がん,,,音读,
丸,まる,,,训读,
丸,まる,い,,训读,
丸,まる,める,,训读,
含,がん,,,音读,
含,ふく,む,,训读,
含,ふく,める,,训读,
岸,がん,,,音读,
岸,きし,,,训读,
岩,がん,,,音读,
岩,いわ,,,训读,
玩,がん,,,音读,
眼,がん,,,音读,
眼,げん,,,音读,
眼,まなこ,,,训读,
頑,がん,,,音读,顽
顔,がん,,,音读,颜
顔,かお,,,训读,颜
願,がん,,,音读,愿
願,ねが,う,,训读,愿
企,き,,,音读,
企,くわだ,てる,,训读,
伎,き,,,音读,
危,き,,,音读,
危,あぶ,ない,,训读,
危,あや,うい,,训读,
危,あや,ぶむ,,训读,
机,き,,,音读,
机,つくえ,,,训读,
気,き,,氣,音读,气
気,け,,氣,音读,气
岐,き,,,音读,歧
希,き,,,音读,稀
忌,き,,,音读,
忌,い,む,,训读,
忌,い,まわしい,,训读,
汽,き,,,音读,
奇,き,,,音读,
祈,き,,祈,音读,
祈,いの,る,祈,训读,
季,き,,,音读,
紀,き,,,音读,纪
軌,き,,,音读,轨
既,き,,既,音读,
既,すで,に,既,训读,
記,き,,,音读,记
記,しる,す,,训读,记
起,き,,,音读,
起,お,きる,,训读,
起,お,こる,,训读,
起,お,こす,,训读,
飢,き,,,音读,馑
飢,う,える,,训读,馑
鬼,き,,,音读,
鬼,おに,,,训读,
帰,き,,歸,音读,归
帰,かえ,る,歸,训读,归
帰,かえ,す,歸,训读,归
基,き,,,音读,
基,もと,,,训读,
基,もとい,,,训读,
寄,き,,,音读,
寄,よ,る,,训读,
寄,よ,せる,,训读,
規,き,,,音读,规
亀,き,,龜,音读,龟
亀,かめ,,龜,训读,龟
喜,き,,,音读,
喜,よろこ,ぶ,,训读,
幾,き,,,音读,几
幾,いく,,,训读,几
揮,き,,,音读,挥
期,き,,,音读,
期,ご,,,音读,
棋,き,,,音读,
貴,き,,,音读,贵
貴,たっと,い,,训读,贵
貴,とうと,い,,训读,贵
貴,たっと,ぶ,,训读,贵
貴,とうと,ぶ,,训读,贵
棄,き,,,音读,弃
毀,き,,,音读,
旗,き,,,音读,
旗,はた,,,训读,
器,き,,器,音读,
器,うつわ,,器,训读,
畿,き,,,音读,
輝,き,,,音读,辉
輝,かがや,く,,训读,辉
機,き,,,音读,机
機,はた,,,训读,机
騎,き,,,音读,骑
技,ぎ,,,音读,
技,わざ,,,训读,
宜,ぎ,,,音读,
偽,ぎ,,僞,音读,伪
偽,いつわ,る,僞,训读,伪
偽,にせ,,僞,训读,伪
欺,ぎ,,,音读,
欺,あざむ,く,,训读,
義,ぎ,,,音读,义
疑,ぎ,,,音读,
疑,うたが,う,,训读,
儀,ぎ,,,音读,仪
戯,ぎ,,戲,音读,戏
戯,たわむ,れる,戲,训读,戏
擬,ぎ,,,音读,拟
犠,ぎ,,犧,音读,牺
議,ぎ,,,音读,议
菊,きく,,,音读,
吉,きち,,,音读,
吉,きつ,,,音读,
喫,きつ,,,音读,吃
詰,きつ,,,音读,诘
詰,つ,める,,训读,诘
詰,つ,まる,,训读,诘
詰,つ,む,,训读,诘
却,きゃく,,,音读,
客,きゃく,,,音读,
客,かく,,,音读,
脚,きゃく,,,音读,
脚,きゃ,,,音读,
脚,あし,,,训读,
逆,ぎゃく,,,音读,
逆,さか,,,训读,
逆,さか,らう,,训读,
虐,ぎゃく,,,音读,
虐,しいた,げる,,训读,
九,きゅう,,,音读,
九,く,,,音读,
九,ここの,,,训读,
九,ここの,つ,,训读,
久,きゅう,,,音读,
久,く,,,音读,
久,ひさ,しい,,训读,
及,きゅう,,,音读,
及,およ,ぶ,,训读,
及,およ,び,,训读,
及,およ,ぼす,,训读,
弓,きゅう,,,音读,
弓,ゆみ,,,训读,
丘,きゅう,,,音读,
丘,おか,,,训读,
旧,きゅう,,舊,音读,
休,きゅう,,,音读,
休,やす,む,,训读,
休,やす,まる,,训读,
休,やす,める,,训读,
吸,きゅう,,,音读,
吸,す,う,,训读,
朽,きゅう,,,音读,
朽,く,ちる,,训读,
臼,きゅう,,,音读,
臼,うす,,,训读,
求,きゅう,,,音读,
求,もと,める,,训读,
究,きゅう,,,音读,
究,きわ,める,,训读,
泣,きゅう,,,音读,
泣,な,く,,训读,
急,きゅう,,,音读,
急,いそ,ぐ,,训读,
級,きゅう,,,音读,级
糾,きゅう,,,音读,纠
宮,きゅう,,,音读,宫
宮,ぐう,,,音读,宫
宮,く,,,音读,宫
宮,みや,,,训读,宫
救,きゅう,,,音读,
救,すく,う,,训读,
球,きゅう,,,音读,
球,たま,,,训读,
給,きゅう,,,音读,给
嗅,きゅう,,,音读,
嗅,か,ぐ,,训读,
窮,きゅう,,,音读,穷
窮,きわ,める,,训读,穷
窮,きわ,まる,,训读,穷
牛,ぎゅう,,,音读,
牛,うし,,,训读,
去,きょ,,,音读,
去,こ,,,音读,
去,さ,る,,训读,
巨,きょ,,,音读,
居,きょ,,,音读,
居,い,る,,训读,
拒,きょ,,,音读,
拒,こば,む,,训读,
拠,きょ,,據,音读,据
拠,こ,,據,音读,据
挙,きょ,,擧,音读,举
挙,あ,げる,擧,训读,举
挙,あ,がる,擧,训读,举
虚,きょ,,虛,音读,
虚,こ,,虛,音读,
許,きょ,,,音读,许
許,ゆる,す,,训读,许
距,きょ,,,音读,
魚,ぎょ,,,音读,鱼
魚,うお,,,训读,鱼
魚,さかな,,,训读,鱼
御,ぎょ,,,音读,
御,ご,,,音读,
御,おん,,,训读,
漁,ぎょ,,,音读,渔
漁,りょう,,,音读,渔
凶,きょう,,,音读,
共,きょう,,,音读,
共,とも,,,训读,
叫,きょう,,,音读,
叫,さけ,ぶ,,训读,
狂,きょう,,,音读,
狂,くる,う,,训读,
狂,くる,おしい,,训读,
京,きょう,,,音读,
京,けい,,,音读,
享,きょう,,,音读,
供,きょう,,,音读,
供,く,,,音读,
供,そな,える,,训读,
供,とも,,,训读,
協,きょう,,,音读,协
況,きょう,,,音读,况
峡,きょう,,峽,音读,
挟,きょう,,挾,音读,
挟,はさ,む,挾,训读,
挟,はさ,まる,挾,训读,
狭,きょう,,狹,音读,
狭,せま,い,狹,训读,
狭,せば,める,狹,训读,
狭,せば,まる,狹,训读,
恐,きょう,,,音读,
恐,おそ,れる,,训读,
恐,おそ,ろしい,,训读,
恭,きょう,,,音读,
恭,うやうや,しい,,训读,
胸,きょう,,,音读,
胸,むね,,,训读,
胸,むな,,,训读,
脅,きょう,,,音读,胁
脅,おびや,かす,,训读,胁
脅,おど,す,,训读,胁
脅,おど,かす,,训读,胁
強,きょう,,,音读,强
強,ごう,,,音读,强
強,つよ,い,,训读,强
強,つよ,まる,,训读,强
強,つよ,める,,训读,强
強,し,いる,,训读,强
教,きょう,,,音读,
教,おし,える,,训读,
教,おそ,わる,,训读,
郷,きょう,,鄕,音读,乡
郷,ごう,,鄕,音读,乡
境,きょう,,,音读,
境,けい,,,音读,
境,さかい,,,训读,
橋,きょう,,,音读,桥
橋,はし,,,训读,桥
矯,きょう,,,音读,矫
矯,た,める,,训读,矫
鏡,きょう,,,音读,镜
鏡,かがみ,,,训读,镜
競,きょう,,,音读,竞
競,けい,,,音读,竞
競,きそ,う,,训读,竞
競,せ,る,,训读,竞
響,きょう,,響,音读,影
響,ひび,く,響,训读,影
驚,きょう,,,音读,惊
驚,おどろ,く,,训读,惊
驚,おどろ,かす,,训读,惊
仰,ぎょう,,,音读,
仰,こう,,,音读,
仰,あお,ぐ,,训读,
仰,おお,せ,,训读,
暁,ぎょう,,曉,音读,晓
暁,あかつき,,曉,训读,晓
業,ぎょう,,,音读,业
業,ごう,,,音读,业
業,わざ,,,训读,业
凝,ぎょう,,,音读,
凝,こ,る,,训读,
凝,こ,らす,,训读,
曲,きょく,,,音读,
曲,ま,がる,,训读,
曲,ま,げる,,训读,
局,きょく,,,音读,
極,きょく,,,音读,极
極,ごく,,,音读,极
極,きわ,める,,训读,极
極,きわまる,,,训读,极
極,きわみ,,,训读,极
玉,ぎょく,,,音读,
玉,たま,,,训读,
巾,きん,,,音读,
斤,きん,,,音读,
均,きん,,,音读,
近,きん,,,音读,
近,ちか,い,,训读,
金,きん,,,音读,
金,こん,,,音读,
金,かね,,,训读,
金,かな,,,训读,
菌,きん,,,音读,
勤,きん,,勤,音读,
勤,ごん,,勤,音读,
勤,つと,める,勤,训读,
勤,つと,まる,勤,训读,
琴,きん,,,音读,
琴,こと,,,训读,
筋,きん,,,音读,
筋,すじ,,,训读,
僅,きん,,,音读,仅
僅,わずか,,,训读,仅
禁,きん,,,音读,
緊,きん,,,音读,紧
錦,きん,,,音读,锦
錦,にしき,,,训读,锦
謹,きん,,謹,音读,谨
謹,つつし,む,謹,训读,谨
襟,きん,,,音读,
襟,えり,,,训读,
吟,ぎん,,,音读,
銀,ぎん,,,音读,银
区,く,,區,音读,
句,く,,,音读,
苦,く,,,音读,
苦,くる,しい,,训读,
苦,くる,しむ,,训读,
苦,くる,しめる,,训读,
苦,にが,い,,训读,
苦,にがる,,,训读,
駆,く,,驅,音读,驱
駆,か,ける,驅,训读,驱
駆,か,る,驅,训读,驱
具,ぐ,,,音读,
惧,ぐ,,,音读,
愚,ぐ,,,音读,
愚,おろか,,,训读,
空,くう,,,音读,
空,そら,,,训读,
空,あ,く,,训读,
空,あ,ける,,训读,
空,から,,,训读,
偶,ぐう,,,音读,
遇,ぐう,,,音读,
隅,ぐう,,,音读,
隅,すみ,,,训读,
串,く,し,,训读,
屈,くつ,,,音读,
掘,くつ,,,音读,
掘,ほ,る,,训读,
窟,くつ,,,音读,
熊,くま,,,训读,
繰,く,る,,训读,缲
君,くん,,,音读,
君,きみ,,,训读,
訓,くん,,,音读,训
勲,くん,,勳,音读,勋
薫,くん,,薰,音读,熏
薫,かお,る,薰,训读,熏
軍,ぐん,,,音读,军
郡,ぐん,,,音读,
群,ぐん,,,音读,
群,む,れる,,训读,
群,む,れ,,训读,
群,むら,,,训读,
兄,けい,,,音读,
兄,きょう,,,音读,
兄,あに,,,训读,
刑,けい,,,音读,
形,けい,,,音读,
形,ぎょう,,,音读,
形,かた,,,训读,
形,かたち,,,训读,
系,けい,,,音读,
径,けい,,徑,音读,
茎,けい,,莖,音读,
茎,くき,,莖,训读,
係,けい,,,音读,系
係,かか,る,,训读,系
係,かかり,,,训读,系
型,けい,,,音读,
型,かた,,,训读,
契,けい,,,音读,
契,ちぎ,る,,训读,
計,けい,,,音读,计
計,はか,る,,训读,计
計,はか,らう,,训读,计
恵,けい,,惠,音读,惠
恵,え,,惠,音读,惠
恵,めぐ,む,惠,训读,惠
啓,けい,,,音读,启
掲,けい,,揭,音读,揭
掲,かか,げる,揭,训读,揭
渓,けい,,溪,音读,溪
経,けい,,經,音读,经
経,きょう,,經,音读,经
経,へ,る,經,训读,经
蛍,けい,,螢,音读,萤
蛍,ほたる,,螢,训读,萤
敬,けい,,,音读,
敬,うやま,う,,训读,
景,けい,,,音读,
軽,けい,,輕,音读,轻
軽,かる,い,輕,训读,轻
軽,かろやか,,輕,训读,轻
傾,けい,,,音读,倾
傾,かたむ,く,,训读,倾
傾,かたむ,ける,,训读,倾
携,けい,,,音读,
携,たずさ,える,,训读,
携,たずさ,わる,,训读,
継,けい,,繼,音读,继
継,つ,ぐ,繼,训读,继
詣,けい,,,音读,诣
詣,もう,でる,,训读,诣
慶,けい,,,音读,庆
憬,けい,,,音读,
稽,けい,,,音读,
憩,けい,,,音读,
憩,いこ,い,,训读,
憩,いこ,う,,训读,
警,けい,,,音读,
鶏,けい,,鷄,音读,鸡
鶏,にわとり,,鷄,训读,鸡
芸,げい,,藝,音读,艺
迎,げい,,,音读,
迎,むか,える,,训读,
鯨,げい,,,音读,鲸
鯨,くじら,,,训读,鲸
隙,げき,,,音读,
隙,すき,,,训读,
劇,げき,,,音读,剧
撃,げき,,擊,音读,击
撃,う,つ,擊,训读,击
激,げき,,,音读,
激,はげ,しい,,训读,
桁,けた,,,训读,
欠,けつ,,缺,音读,
欠,か,ける,缺,训读,
欠,か,く,缺,训读,
穴,けつ,,,音读,
穴,あな,,,训读,
血,けつ,,,音读,
血,ち,,,训读,
決,けつ,,,音读,决
決,き,める,,训读,决
決,き,まる,,训读,决
結,けつ,,,音读,结
結,むす,ぶ,,训读,结
結,ゆ,う,,训读,结
結,ゆ,わえる,,训读,结
傑,けつ,,,音读,杰
潔,けつ,,,音读,洁
潔,いさぎよ,い,,训读,洁
月,げつ,,,音读,
月,がつ,,,音读,
月,つき,,,训读,
犬,けん,,,音读,
犬,いぬ,,,训读,
件,けん,,,音读,
見,けん,,,音读,见
見,み,る,,训读,见
見,み,える,,训读,见
見,み,せる,,训读,见
券,けん,,,音读,
肩,けん,,,音读,
肩,かた,,,训读,
建,けん,,,音读,
建,こん,,,音读,
建,た,てる,,训读,
建,た,つ,,训读,
研,けん,,硏,音读,
研,と,ぐ,硏,训读,
